nome_imovel,cnpj_fundo,latitude,longitude
Cidade Jardim Corporate Center,20.680.775/0001-62,-23.6012594,-46.6979457
Edifício Plaza I,20.680.775/0001-62,-23.6107148,-46.6958435
Praça Rio Grande Shopping,20.717.355/0001-03,-32.0479365,-52.1447736
GPA São Paulo,20.748.515/0001-81,-23.5145545,-46.7292765
Megafort - Contagem,20.748.515/0001-81,-19.865546,-44.04886
Hotel Indaiatuba Plaza,20.787.427/0001-99,-23.1167952,-47.2224019
Edifício Barão de Tefé,21.044.600/0001-21,-3.3473698,-64.7091998
Loja 529,21.126.204/0001-43,-29.7674988,-51.145011
Loja 555,21.126.204/0001-43,-23.5127134,-46.1969826
Loja 581,21.126.204/0001-43,-22.9136437,-47.0562274
Loja 113,21.126.204/0001-43,-23.5661397,-46.69130639999999
Loja 517,21.126.204/0001-43,-9.974377200000001,-67.8093344
Loja 561,21.126.204/0001-43,-12.9797977,-38.5145911
Loja 22,21.126.204/0001-43,-30.0510215,-51.2134146
Loja 53,21.126.204/0001-43,-29.9191981,-51.180918
Loja 568,21.126.204/0001-43,-3.7275862,-38.5282001
Loja 54,21.126.204/0001-43,-23.1868815,-46.88565879999999
Loja 504,21.126.204/0001-43,-25.4341251,-49.2724834
Loja 514,21.126.204/0001-43,0.0334339,-51.0506626
Loja RS-5,21.126.204/0001-43,-30.0282625,-51.2256752
Loja 51,21.126.204/0001-43,-23.7147628,-46.5493848
Loja 570,21.126.204/0001-43,-23.470905,-47.4851488
Loja 569,21.126.204/0001-43,-23.5449198,-46.6389816
Loja PE-6,21.126.204/0001-43,-8.0799816,-34.9057969
Loja 536-B,21.126.204/0001-43,-19.9187651,-43.9418161
Loja 659-C,21.126.204/0001-43,-1.4543905,-48.5022753
Loja 659-G,21.126.204/0001-43,-1.4542534,-48.5019042
Loja 543,21.126.204/0001-43,-22.9056575,-43.5602065
Loja PA-1,21.126.204/0001-43,-1.4538007,-48.50270339999999
Loja 93,21.126.204/0001-43,-16.6755901,-49.2616408
Loja 659-F,21.126.204/0001-43,-1.4539767,-48.5014067
Loja 130,21.126.204/0001-43,-27.597655,-48.5506261
Loja 536,21.126.204/0001-43,-19.918561,-43.9414063
Loja 11,21.126.204/0001-43,-30.030635,-51.2319102
Loja 596,21.126.204/0001-43,-22.9027826,-43.281395
Loja 512-B,21.126.204/0001-43,-15.6002172,-56.0966388
Escritório Central,21.126.204/0001-43,-23.5220778,-46.6556562
Loja 528,21.126.204/0001-43,-5.786387299999999,-35.2067326
Loja 80,21.126.204/0001-43,-7.2182359,-35.8837822
Loja 513,21.126.204/0001-43,-3.1349429,-60.02411550000001
Loja 512,21.126.204/0001-43,-15.5999624,-56.0967481
Loja RS-10,21.126.204/0001-43,-32.0317513,-52.09355430000001
Loja 558,21.126.204/0001-43,-3.1338826,-60.0239621
Loja 104,21.126.204/0001-43,-23.5278341,-46.7766842
Loja 659-D,21.126.204/0001-43,-1.4535569,-48.5018289
Loja 659-B,21.126.204/0001-43,-1.454633,-48.50265719999999
Loja 592,21.126.204/0001-43,-2.5306198,-44.3023092
Loja 552,21.126.204/0001-43,-30.0277437,-51.2262513
Loja 659,21.126.204/0001-43,-1.4536499,-48.5024315
Loja 546,21.126.204/0001-43,-23.7059479,-46.5514222
Loja 47,21.126.204/0001-43,-23.6964364,-46.6354887
Loja 512-C,21.126.204/0001-43,-15.6002172,-56.0966388
Loja 521,21.126.204/0001-43,-30.030635,-51.2319102
Loja 574,21.126.204/0001-43,-22.8722866,-43.33885799999999
Loja 39,21.126.204/0001-43,-22.7867924,-43.3105929
Loja 91,21.126.204/0001-43,-7.9825534,-34.9143755
Loja 589,21.126.204/0001-43,-9.6634247,-35.7374038
Loja 120,21.126.204/0001-43,-2.5208888,-44.2683924
Loja 567,21.126.204/0001-43,-12.2635152,-38.9657217
Loja 66,21.126.204/0001-43,-7.119839100000001,-34.885926
Loja 98,21.126.204/0001-43,-27.8154699,-50.3288124
Loja PE-4,21.126.204/0001-43,-8.063479,-34.8829781
Loja 564,21.126.204/0001-43,-23.4921021,-46.4410381
Loja 132,21.126.204/0001-43,-20.3208096,-40.3367945
Loja 518,21.126.204/0001-43,-23.6854125,-46.62598
Loja PE-7,21.126.204/0001-43,-8.044078599999999,-34.960223
Loja 591,21.126.204/0001-43,-22.3212129,-49.0663214
Loja 541,21.126.204/0001-43,-22.9843309,-43.19913529999999
Escritório,21.126.204/0001-43,-23.5217744,-46.6557432
Loja 87,21.126.204/0001-43,-5.092454699999999,-42.8149189
Loja 184,21.126.204/0001-43,-19.9173742,-43.9371589
Loja 60,21.126.204/0001-43,-8.063507399999999,-34.8828704
Loja 550,21.126.204/0001-43,-23.4699753,-46.5303388
Loja 61,21.126.204/0001-43,-8.0577401,-34.8829629
Loja 10,21.126.204/0001-43,-23.5491177,-46.6339733
Loja 515,21.126.204/0001-43,-23.6520661,-46.7050614
Loja 72,21.126.204/0001-43,-23.0265951,-45.5550879
Loja 551,21.126.204/0001-43,-8.1141462,-34.9516259
Loja 506,21.126.204/0001-43,-22.9718199,-43.1878277
Loja 69,21.126.204/0001-43,-29.164983,-51.20928869999999
Loja 519,21.126.204/0001-43,-8.764190400000002,-63.9016343
Loja 582,21.126.204/0001-43,-30.0273683,-51.2246986
Loja 512-D,21.126.204/0001-43,-15.6002172,-56.0966388
30º Andar do Edifício Castello Branco,21.408.063/0001-51,-22.9090138,-43.1805487
Edifício Botafogo,21.500.481/0001-74,-22.9488963,-43.1838346
Shopping Internacional Guarulhos,21.500.500/0001-62,-23.4537355,-46.4705909
Imóvel I,22.003.469/0001-17,-6.5300841,-49.8517283
Conjunto residencial JD EUROPA,22.003.469/0001-17,-6.5300841,-49.8517283
"Gleba G,",22.103.617/0001-75,-8.398109,-35.0609851
Lojas Belian - Osasco/SP,22.340.978/0001-35,-23.5313279,-46.777763
Lojas Belian - Santos/SP,22.340.978/0001-35,-23.9675012,-46.3340702
Sítio Taguaíba,22.340.978/0001-35,-23.9939372,-46.25745740000001
Lojas Belian - Lapa/SP,22.340.978/0001-35,-23.5215024,-46.704811
Loja Comercial,22.340.978/0001-35,-23.71006,-46.5509339
Edifício Ronaldo Sampaio Ferreira,22.340.978/0001-35,-23.6022097,-46.6922319
Loja Comercial,22.340.978/0001-35,-23.5102676,-46.5721828
Edifício Aroeira,22.340.978/0001-35,-23.5491986,-46.7200721
Lojas Belian - Santo Amaro/SP,22.340.978/0001-35,-23.6506198,-46.7041338
Loja Comercial,22.340.978/0001-35,-23.7103348,-46.5514452
Lojas Belian - Lapa/SP,22.340.978/0001-35,-23.5200966,-46.7053899
Edifício Aplub São Paulo,22.340.978/0001-35,-23.5437836,-46.6403663
Lojas Belian - Guarulhos/SP,22.340.978/0001-35,-23.4696571,-46.527545
Edifício English Building,22.340.978/0001-35,-23.563013,-46.6464345
Lojas Belian - Osasco/SP,22.340.978/0001-35,-23.5332576,-46.7753234
Lojas Belian - Santo Amaro/SP,22.340.978/0001-35,-23.6536819,-46.7067567
Loja Comercial,22.340.978/0001-35,-23.6550656,-46.70784279999999
Shopping Heliópolis,22.340.978/0001-35,-23.6985032,-46.779409
Loja Comercial,22.340.978/0001-35,-23.7100612,-46.5514518
Lojas Belian - Capão Redondo,22.340.978/0001-35,-23.6770627,-46.7735467
Lojas Belian - Vila Nova Cachoeirinha/SP,22.340.978/0001-35,-23.4653556,-46.6350121
Lojas Belian - Santos/SP,22.340.978/0001-35,-23.9677149,-46.3340644
Lojas Belian - Vila Nova Cachoeirinha/SP,22.340.978/0001-35,-23.4703725,-46.66565139999999
Edifício Generali,22.340.978/0001-35,-23.5459854,-46.6412992
Lojas Belian - Santos/SP,22.340.978/0001-35,-23.9680129,-46.33400839999999
Lojas Belian - Mogi das Cruzes,22.340.978/0001-35,-23.5237041,-46.19561969999999
Lojas Belian - Santo Amaro/SP,22.340.978/0001-35,-23.6519936,-46.70688699999999
Loja Comercial,22.340.978/0001-35,-23.5469346,-46.6090817
Loja Comercial,22.340.978/0001-35,-23.7100603,-46.5514422
Lojas Belian - Santos/SP,22.340.978/0001-35,-23.9674855,-46.3341488
Loja Comercial,22.340.978/0001-35,-23.6547089,-46.7069626
Lojas Belian - Santos/SP,22.340.978/0001-35,-23.9675264,-46.33407630000001
Edifício Bloco A-3 - Conjunto Habitacional de Vila Mariana,22.340.978/0001-35,-23.6175014,-46.6390668
Lojas Belian - Maurá/SP,22.340.978/0001-35,-23.6663393,-46.4597908
Edifício English Building,22.340.978/0001-35,-23.563013,-46.6464345
Lojas Belian - Vila Nova Cachoeirinha/SP,22.340.978/0001-35,-23.4706271,-46.6526734
Lojas Belian - Santo André/SP,22.340.978/0001-35,-23.657548,-46.5271245
Lojas Belian - Santo Amaro/SP,22.340.978/0001-35,-23.6523909,-46.7054868
Loja Comercial,22.340.978/0001-35,-23.6518484,-46.706185
Lojas Belian - Centro de Santo André/SP,22.340.978/0001-35,-23.5316179,-46.6533885
Frad.E - Unid. 102 - Bl 9 - Village Acqua,22.646.161/0001-90,-23.0069216,-44.3185172
Empreendimento Tijuca Royale - Unidade 604,22.646.161/0001-90,-22.9264765,-43.2428798
Hotel Ribeirão Preto,22.684.264/0001-44,-21.2171405,-47.8184172
Condomínio Pax Perdizes,22.888.670/0001-29,-23.5408404,-46.6807619
Condomínio VN Casa Alameda Campinas,22.888.670/0001-29,-23.5672062,-46.6546353
Condomínio Pax Perdizes,22.888.670/0001-29,-23.5408404,-46.6807619
Condomínio VN Casa Alameda Campinas,22.888.670/0001-29,-23.5672062,-46.6546353
Condomínio VN Casa Alameda Campinas,22.888.670/0001-29,-23.5672062,-46.6546353
Condomínio #Tag Decor#,22.888.670/0001-29,-23.6141538,-46.6281769
Condomínio VN Casa Alameda Campinas,22.888.670/0001-29,-23.5672062,-46.6546353
Condomínio VN Casa Alameda Campinas,22.888.670/0001-29,-23.5672062,-46.6546353
Condomínio #Tag Decor#,22.888.670/0001-29,-23.6141538,-46.6281769
Condomínio Pax Perdizes,22.888.670/0001-29,-23.5408404,-46.6807619
ARTEMIS,23.381.427/0001-82,-23.6009532,-46.5844341
Imòvel  1,23.426.470/0001-17,-22.8781526,-43.6490295
WTORRE JK - TORRE E,23.532.837/0001-87,-23.5913123,-46.68339
Empreendimento MV9,23.537.203/0001-17,-22.8992742,-43.180389
Centro Empresarial Sylvio Fraga,23.538.112/0001-04,-22.9607189,-43.20562109999999
Wtorre Morumbi,23.570.871/0001-46,-23.624593,-46.7024568
Emprendimento Cidade Jardim,23.582.914/0001-03,-23.5835852,-46.686365
TORRES DO JARDIM I - Torre 1 - unid 74,23.740.552/0001-31,-22.7416283,-47.6309274
TORRES DO JARDIM III - Torre 2 - unid 105,23.740.552/0001-31,-22.7399264,-47.6315861
ALAMEDA DAS PALMEIRAS - Torre 1 - unid 14,23.740.552/0001-31,-24.2666623,-49.10571359999999
Hospital Ifor,23.781.211/0001-04,-23.7127002,-46.5469107
Imóvel 38,23.964.908/0001-10,-23.5277235,-46.8151646
Imóvel 19,23.964.908/0001-10,-22.9991671,-43.2674496
Imóvel 23,23.964.908/0001-10,-20.9184697,-49.4485168
Imóvel 27,23.964.908/0001-10,-15.6255987,-56.138735
Imóvel 10,23.964.908/0001-10,-6.4148508,-35.2823416
Imóvel 7,23.964.908/0001-10,-23.8130323,-47.715786
Imóvel 21,23.964.908/0001-10,-12.9808412,-38.4514819
Imóvel 26,23.964.908/0001-10,-25.3548038,-49.1690212
Imóvel 14,23.964.908/0001-10,-23.2360702,-48.1302842
Imóvel 33,23.964.908/0001-10,-22.3155297,-49.0708221
Imóvel 29,23.964.908/0001-10,-22.884162,-43.3442989
Imóvel 20,23.964.908/0001-10,-22.6546807,-43.0381736
Imóvel 9,23.964.908/0001-10,-6.4148508,-35.2823416
Imóvel 8,23.964.908/0001-10,-6.438343499999999,-35.2211619
Imóvel 2,23.964.908/0001-10,-12.9777334,-38.501648
Imóvel 12,23.964.908/0001-10,-21.092795,-45.5628734
Imóvel 25,23.964.908/0001-10,-22.9507506,-43.3489617
Imóvel 5,23.964.908/0001-10,-13.432916,-49.1424015
Imóvel 36,23.964.908/0001-10,-23.7957929,-46.5120247
Imóvel 37,23.964.908/0001-10,-22.9068467,-43.1728965
Imóvel 16,23.964.908/0001-10,-5.2841542,-44.49160149999999
Imóvel 1,23.964.908/0001-10,-12.9777334,-38.501648
Imóvel 11,23.964.908/0001-10,-6.0914535,-35.208231
Imóvel 24,23.964.908/0001-10,-22.9510417,-43.3495283
Imóvel 30,23.964.908/0001-10,-22.9015678,-42.9854287
Imóvel 32,23.964.908/0001-10,-8.1252459,-34.9085546
Imóvel 28,23.964.908/0001-10,-15.7059896,-56.1318267
Imóvel 31,23.964.908/0001-10,-23.5296244,-46.2173771
Imóvel 35,23.964.908/0001-10,-19.933695,-43.9491001
Imóvel 22,23.964.908/0001-10,-25.5436454,-49.1909077
Imóvel 6,23.964.908/0001-10,-21.7566147,-41.3483498
Imóvel 15,23.964.908/0001-10,-23.8078669,-47.7232369
Imóvel 4,23.964.908/0001-10,-23.980926,-46.233527
Imóvel 34,23.964.908/0001-10,-19.9317017,-43.9526533
Imóvel 17,23.964.908/0001-10,-29.0293699,-51.1814301
Imóvel 3,23.964.908/0001-10,-20.5198559,-54.567882
Imóvel 18,23.964.908/0001-10,-19.871223,-44.049095
Imóvel 13,23.964.908/0001-10,-6.0914535,-35.208231
Saneamento Tocantins,24.853.060/0001-15,-10.3490605,-48.3298427
Edifício Metro Office II,26.132.504/0001-59,-23.5693497,-46.6975128
Unidade 181,26.395.660/0001-02,-23.553974,-46.6389606
CBP Ribeirão Preto,97.521.194/0001-02,-21.1988531,-47.756901
