CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
10.375.382/0001-91;2017-11-01;1;2017-11-30;704;700;3;0;0;0;0;0;0;0;0;0;0;1;0;0;63618607.41;63412213.31;51604;1228.8236049531;0.000505;0;0.003686;0.001343;0.002343;0
10.375.382/0001-91;2017-12-01;1;2017-12-31;699;695;3;0;0;0;0;0;0;0;0;0;0;1;0;0;72970020.24;72501329.92;51604;1404.9556220448;0.00044;0;0.148143;0.143334;0.004809;0
10.410.463/0001-85;2017-12-01;1;2017-12-29;1;;;;;1;;;;;;;;;;;59207201.54;59195201.54;1000000;59.19520154;6.8E-05;;-0.000426;-0.000426;;
10.427.246/0001-06;2017-01-01;1;2017-01-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1183976919.54;915790128.83;5736508;159.642439063974;8.8E-05;0;-0.00014;-0.009157;0.009017;0
10.427.246/0001-06;2017-02-01;1;2017-02-28;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1207078281.2;909202193.15;5736508;158.494016420791;8.9E-05;0;0.01355;-0.017101;0.030651;0
10.427.246/0001-06;2017-03-01;1;2017-03-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1188650059.41;909026087.52;5736508;158.463317321269;9.2E-05;0;0.001029;-0.010242;0.011271;0
10.427.246/0001-06;2017-04-01;1;2017-04-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1190949876.36;911686581.55;5746150;158.660421595329;9E-05;0;0.002818;-0.008821;0.011639;0
10.427.246/0001-06;2017-05-01;1;2017-05-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1178865587.61;909646057.71;5767844;157.709892588981;9E-05;0;-0.011314;-0.005991;-0.005323;0
10.427.246/0001-06;2017-06-01;1;2017-06-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1183451424.42;914657655.1;5791948;157.918830607595;8.8E-05;0;0.003695;0.001325;0.00237;0
10.427.246/0001-06;2017-07-01;1;2017-07-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1188480082.16;920680134.22;5816052;158.299845706331;8.8E-05;0;0.004281;0.002413;0.001868;0
10.427.246/0001-06;2017-08-01;1;2017-08-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1193086008.52;922523120.1;5816052;158.616724902047;8.8E-05;0;0.005858;0.002002;0.003856;0
10.427.246/0001-06;2017-09-01;1;2017-09-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1196949539.95;929452310.12;5828104;159.477646610287;8.8E-05;0;0.008628;0.005428;0.0032;0
10.427.246/0001-06;2017-10-01;2;2017-10-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1196714289.81;925571454.47;5833104;158.675630413927;8.8E-05;0;0.002829;-0.005029;0.007858;0
10.427.246/0001-06;2017-11-01;1;2017-11-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1311426012.29;1042063702.58;5833104;178.646515230999;7.7E-05;0;0.129207;0.12586;0.003347;0
10.427.246/0001-06;2017-12-01;1;2017-12-31;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1321032376.21;1050297575.09;5868113;178.983870128268;8.5E-05;0;0.00713;0.001888;0.005242;0
10.456.799/0001-89;2017-01-01;1;2017-01-31;2;;2;;;;;;;;;;;;;;385026000.88;342925442.11;31219;10984.510782216;7.3E-05;0;0.009494;0.009494;0;0
10.456.799/0001-89;2017-02-01;1;2017-02-28;2;;;;;;;;;;;;;;;;388211350.71;339853153.69;31219;10886.0999292098;7.4E-05;0;0.002563;0.002563;0;0
10.456.799/0001-89;2017-03-01;1;2017-03-31;2;;2;;;;;;;;;;;;;;389106336.96;340552621.52;31219;10908.5051257247;7.5E-05;0;0.00218;0.00218;0;0
10.456.799/0001-89;2017-04-01;1;2017-04-30;2;;;;;;;;;;;;;;;;390689795.88;342025721.85;31219;10955.6911448157;6.2E-05;0;0.00421;0.00421;0;0
10.456.799/0001-89;2017-05-01;1;2017-05-31;2;;;;;;;;;;;;;;;;391710680.43;343096683.56;31219;10989.9959499023;6.8E-05;0;0.003131;0.003131;0;0
10.456.799/0001-89;2017-06-01;1;2017-06-30;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;392578471.75;340250323;31219;10898.8219673917;6.9E-05;0;0.003664;-0.008209;0.011873;0
10.456.799/0001-89;2017-07-01;1;2017-07-31;2;;;;;;;;;;;;;;;;393324180.79;341413093.7;31219;10936.0675774367;6.9E-05;0;0.003329;0.003329;0;0
10.456.799/0001-89;2017-08-01;1;2017-08-31;2;;;;;;;;;;;;;;;;394600802.22;342739166.8;31219;10978.5440533009;6.9E-05;0;0.00388;0.00388;0;0
10.456.799/0001-89;2017-09-01;1;2017-09-30;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;398836360.22;346872484.05;31219;11110.9415436113;9.3E-05;0;0.01206;0.01206;0;0
10.456.799/0001-89;2017-10-01;1;2017-10-31;2;;;;;;;;;;;;;;;;400903707.77;348455151.9;31219;11161.6372049073;8.2E-05;0;0.004563;0.004563;0;0
10.456.799/0001-89;2017-11-01;1;2017-11-30;2;;;;;;;;;;;;;;;;403936810.2;351217356.34;31219;11250.1155174733;8.8E-05;0;0.007927;0.007927;0;0
10.456.799/0001-89;2017-12-01;1;2017-12-31;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;423544010.63;361291929.58;31219;11572.8219859701;7.2E-05;0;0.053729;0.028685;0.025044;0
10.456.810/0001-00;2017-01-01;1;2017-01-31;176;;;;;;;;;;;;;;;;59216171.47;58884122.66;463277;127.103488107547;0.000416;5.1E-05;0.00498;0.000885;0.004095;0
10.456.810/0001-00;2017-02-01;1;2017-02-28;174;;;;;;;;;;;;;;;;59089783.19;58807910.81;463277;126.938982099262;0.000416;0.000102;0.002797;-0.001294;0.004091;0
10.456.810/0001-00;2017-03-01;1;2017-03-31;178;176;1;0;0;0;0;0;0;0;0;0;0;1;0;0;59662421.16;58628250.71;463277;126.551179337632;0.000416;0.000153;0.004823;-0.003055;0.007878;0
10.456.810/0001-00;2017-04-01;1;2017-04-30;186;;;;;;;;;;;;;;;;60150541.54;58979388.19;463277;127.309122166652;0.000416;5E-05;0.024559;0.005989;0.01857;0
10.456.810/0001-00;2017-05-01;1;2017-05-31;192;;;;;;;;;;;;;;;;59136668.57;58258424.32;463277;125.752895826903;0.000416;0;0.001129;-0.012224;0.013353;0
10.456.810/0001-00;2017-06-01;1;2017-06-30;214;213;1;0;0;0;0;0;0;0;0;0;0;0;0;0;58604135.96;58256261.74;463277;125.748227820505;0.000416;5.1E-05;0.003939;-3.7E-05;0.003976;0
10.456.810/0001-00;2017-07-01;1;2017-07-31;228;;;;;;;;;;;;;;;;58702742.17;58354826.87;463277;125.960984184408;0.000416;5.1E-05;0.005668;0.001692;0.003976;0
10.456.810/0001-00;2017-08-01;1;2017-08-31;220;;;;;;;;;;;;;;;;58960725.81;58460374.55;463277;126.188812632615;0.000416;5.1E-05;0.006017;0.001809;0.004208;0
10.456.810/0001-00;2017-09-01;1;2017-09-29;218;217;1;0;0;0;0;0;0;0;0;0;0;0;0;0;58855555.55;58476186.88;463277;126.222944113349;0.000416;5.1E-05;0.00447;0.00027;0.0042;0
10.456.810/0001-00;2017-10-01;1;2017-10-31;214;;;;;;;;;;;;;;;;58986980.74;58520110.19;463277;126.317754151404;0.000417;5.1E-05;0.005504;0.000751;0.004753;0
10.456.810/0001-00;2017-11-01;1;2017-11-30;215;;;;;;;;;;;;;;;;58303235.38;57848766.97;463277;124.86863576219;0.000417;5.2E-05;-0.006326;-0.011472;0.005146;0
10.456.810/0001-00;2017-12-01;1;2017-12-31;216;215;1;0;0;0;0;0;0;0;0;0;0;0;0;0;58245665.37;57837529.34;463277;124.844378935281;0.000417;5.2E-05;0.004211;-0.000194;0.004405;0
10.522.648/0001-81;2017-01-01;2;2017-01-31;54;53;;;;;;;;;;;1;;;;73174467.9;73125409.24;59466;1229.70116099956;0.000639;2.9E-05;0.021236;0.020118;0.001118;0
10.522.648/0001-81;2017-02-01;2;2017-01-31;54;53;;;;;;;;;;;1;;;;74306762.94;74254181.81;59466;1248.68297531362;0.000629;2.4E-05;0.015436;0.015436;0;0
10.522.648/0001-81;2017-03-01;2;2017-03-31;53;52;;;;;;;;;;;1;;;;75719371.41;75597845.48;59466;1271.27846971379;0.000618;3E-05;0.018095;0.018095;0;0
10.522.648/0001-81;2017-04-01;2;2017-04-28;53;52;;;;;;;;;;;1;;;;76247151.83;76185047.37;59466;1281.15305165977;0.000643;2.4E-05;0.007767;0.007767;0;0
10.522.648/0001-81;2017-05-01;2;2017-05-31;53;52;;;;;;;;;;;1;;;;73808702.53;73679880.74;59466;1239.02533784011;0.000665;3.1E-05;-0.032883;-0.032883;0;0
10.522.648/0001-81;2017-06-01;2;2017-06-30;53;52;;;;;;;;;;;1;;;;74583720.9;74528965.56;59466;1253.30383008778;0.000658;2.8E-05;0.011524;0.011524;0;0
10.522.648/0001-81;2017-07-01;2;2017-07-31;53;52;;;;;;;;;;;1;;;;76576467;76454552.86;59466;1285.68514546127;0.000641;2.8E-05;0.026386;0.025837;0.000549;0
10.522.648/0001-81;2017-08-01;2;2017-08-31;53;52;;;;;;;;;;;1;;;;76288540.75;76222890.26;59466;1281.78943026267;2.8E-05;3.1E-05;0.056247;0.056247;0;0
10.522.648/0001-81;2017-09-01;2;2017-09-29;53;52;;;;;;;;;;;1;;;;78032908.72;77961104.25;59466;1311.0198138432;0.000679;2.8E-05;0.079419;0.079419;0;0
10.522.648/0001-81;2017-10-01;2;2017-10-31;53;52;;;;;;;;;;;1;;;;77890282.09;77811532.31;59466;1308.50456243904;0.00063;2.8E-05;0.154696;0.154696;0;0
10.522.648/0001-81;2017-11-01;2;2017-11-30;53;52;;;;;;;;;;;1;;;;69971978.34;69825318.36;59466;1174.20573705983;0.000702;3E-05;-0.133476;-0.133476;0;0
10.522.648/0001-81;2017-12-01;2;2017-12-29;54;53;;;;;;;;;;;1;;;;67844557.66;66767505.67;59466;1122.78454360475;0.000702;3E-05;-0.060461;-0.07426;0.013799;0
10.869.155/0001-12;2017-01-01;1;2017-01-31;2513;2501;6;0;0;0;3;0;1;0;0;0;1;1;0;0;612525836.74;605079625.71;238477;2537.26617539637;0.000206;0;0.334682;0.322311;0.012371;0
10.869.155/0001-12;2017-02-01;1;2017-02-28;2532;2521;6;0;0;0;3;0;1;0;0;0;1;0;0;0;612381442.32;604719531.15;238477;2535.75619933998;0.000207;0;0.009186;-0.000595;0.009781;0
10.869.155/0001-12;2017-03-01;1;2017-03-31;2635;2622;8;0;0;0;3;0;1;0;0;0;1;0;0;0;613286910.72;604961582.37;238477;2536.77118703271;0.000206;0;0.011272;0.0004;0.010872;0
10.869.155/0001-12;2017-04-01;1;2017-04-30;2671;2657;9;0;0;0;3;0;1;0;0;0;1;0;0;0;613153020.35;605199297.13;238477;2537.76799074963;0.000207;0;0.010359;0.000393;0.009966;0
10.869.155/0001-12;2017-05-01;1;2017-05-31;2773;2759;9;0;0;0;3;0;1;0;0;0;1;0;0;0;613673678.05;605368683.88;238477;2538.4782762279;0.000216;0;0.010794;0.000281;0.010513;0
10.869.155/0001-12;2017-06-01;1;2017-06-30;2875;2862;9;0;0;0;2;0;1;0;0;0;1;0;0;0;632696027.07;623989165.6;238477;2616.5591046516;0.000193;0;0.036313;0.030759;0.005554;0
10.869.155/0001-12;2017-07-01;1;2017-07-31;2951;2939;8;0;0;0;2;0;1;0;0;0;1;0;0;0;632902490.3;624152904.62;238477;2617.24570763638;0.000208;0;0.005513;0.000262;0.005251;0
10.869.155/0001-12;2017-08-01;1;2017-08-31;3058;3044;10;0;0;0;2;0;1;0;0;0;1;0;0;0;632903142.3;623961302.11;238477;2616.44226533376;0.000209;0;0.005366;-0.000307;0.005673;0
10.869.155/0001-12;2017-09-01;1;2017-09-30;3146;3131;11;0;0;0;2;0;1;0;0;0;1;0;0;0;632957989.08;624173156.38;238477;2617.33062886568;0.000209;0;0.005192;0.00034;0.004852;0
10.869.155/0001-12;2017-10-01;1;2017-10-31;3269;3254;11;0;0;0;2;0;1;0;0;0;1;0;0;0;632876997.2;624446289.21;238477;2618.47595034322;0.000209;0;0.005451;0.000438;0.005013;0
10.869.155/0001-12;2017-11-01;1;2017-11-30;3332;3318;10;0;0;0;2;0;1;0;0;0;1;0;0;0;633267430.04;624537891.99;238477;2618.86006612797;0.00021;0;0.005475;0.000147;0.005328;0
10.869.155/0001-12;2017-12-01;1;2017-12-31;3388;3374;10;0;0;0;2;0;1;0;0;0;1;0;0;0;644163244.5;634974565.41;238477;2662.62392352302;0.000206;0;0.022285;0.016711;0.005574;0
10.991.914/0001-15;2017-01-01;1;2017-01-31;643;;;;;;;;;;;;;;;;156192243.96;154491092.51;68518;2254.75192664701;0.000451;0.000128;0.008589;0.000479;0.00811;0
10.991.914/0001-15;2017-02-01;1;2017-02-24;661;0;0;;;;;;;;;;;;;;156262810.61;154559094.37;68518;2255.74439373595;0.000449;0.000128;0.008543;0.00044;0.008103;
10.991.914/0001-15;2017-03-01;1;2017-03-31;667;659;8;;;;;;;;;;;;;;156337593.33;154616140.32;68518;2256.57696254999;0.00045;0.000129;0.008554;0.000369;0.008185;
10.991.914/0001-15;2017-04-01;1;2017-04-28;661;;;;;;;;;;;;;;;;156393480.48;154683416.18;68518;2257.55883388307;0.000466;0.000128;0.008507;0.000435;0.008072;
10.991.914/0001-15;2017-05-01;1;2017-05-31;661;653;8;;;;;;;;;;;;;;156414888.94;154759161.61;68518;2258.66431609212;0.000466;0.00128;0.008323;0.00049;0.007833;0
10.991.914/0001-15;2017-06-01;1;2017-06-30;674;666;8;;;;;;;;;;;;;;156521578.38;154817613.63;68518;2259.51740608307;0.000466;0.00127;0.008494;0.000378;0.008116;0
10.991.914/0001-15;2017-07-01;1;2017-07-31;674;666;8;;;;;;;;;;;;;;156584191.83;154884533.25;68518;2260.49407819843;0.000466;0.000127;0.008493;0.000432;0.008061;0
10.991.914/0001-15;2017-08-01;1;2017-08-31;700;692;8;;;;;;;;;;;;;;156654291.44;154942215.23;68518;2261.33592968271;0.000465;0.000129;0.008481;0.000372;0.008109;0
10.991.914/0001-15;2017-09-01;1;2017-09-29;702;695;7;;;;;;;;;;;;;;156687427.44;154999912.9;68518;2262.17801015791;0.000465;0.000127;0.008298;0.000372;0.007926;0
10.991.914/0001-15;2017-10-01;1;2017-10-31;706;0;0;;;;;;;;;;;;;;156748561.21;155065345.03;68518;2263.13297279547;0.000465;0.000127;0.008293;0.000422;0.007871;0
10.991.914/0001-15;2017-11-01;1;2017-11-30;709;;;;;;;;;;;;;;;;156814394.46;155123684.93;68518;2263.98442642809;0.000465;0.000127;0.008268;0.000376;0.007892;0
10.991.914/0001-15;2017-12-01;1;2017-12-29;714;707;;;;1;;;5;;;;;;;1;159217757.64;157522939.46;68518;2299.00083861175;0.000458;0.000125;0.023361;0.015467;0.007894;0
10.993.386/0001-33;2017-01-01;1;2017-01-31;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;144027699.53;141845827.34;1327300;106.867947969562;0.000236;0;0.013645;-0.00034;0.013985;0
10.993.386/0001-33;2017-02-01;1;2017-02-28;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;153183625.01;139286610.3;1327300;104.93981036691;0.00024;0;0.012975;-0.064921;0.077896;0
10.993.386/0001-33;2017-03-01;1;2017-03-31;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;152080133.6;139311074;1327300;104.958241542982;0.00024;0;0.075609;0.000176;0.075433;0
10.993.386/0001-33;2017-04-01;1;2017-04-30;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;151749168.47;139294438.98;1327300;104.945708566262;0.00024;0;0.073234;-0.000119;0.073353;0
10.993.386/0001-33;2017-05-01;1;2017-05-31;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;151497713.4;139278023.96;1327300;104.933341339561;0.00024;0;0.071462;-0.000118;0.07158;0
10.993.386/0001-33;2017-06-01;1;2017-06-30;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;151165262.14;141381888.91;1327300;106.518412499058;0.000236;0;-0.002481;0.015106;-0.017587;0
10.993.386/0001-33;2017-07-01;1;2017-07-31;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;151217687.34;148914432.66;1327300;112.193500082875;0.000221;0;8.1E-05;0.053278;-0.053197;0
10.993.386/0001-33;2017-08-01;1;2017-08-31;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;149395916;147817141.33;1327300;111.366790725533;0.000222;0;-0.009727;-0.007369;-0.002358;0
10.993.386/0001-33;2017-09-01;1;2017-09-30;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;149213790.5;147623728.58;1327300;111.221071784826;0.000224;0;-0.00514;-0.001308;-0.003832;0
10.993.386/0001-33;2017-10-01;1;2017-10-31;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;149603861.92;147378697.39;1327300;111.036463037746;0.000225;0;-0.005533;-0.00166;-0.003873;0
10.993.386/0001-33;2017-11-01;1;2017-11-30;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;149119713.63;147253722.44;1327300;110.94230576358;0.000225;0;-0.004381;-0.000848;-0.003533;0
10.993.386/0001-33;2017-12-01;1;2017-12-31;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;126937572.57;125875386.78;1472728;85.4708994328892;0.000368;0;-0.061869;-0.066689;0.00482;0
11.026.627/0001-38;2017-01-01;1;2017-01-31;5418;5393;15;0;1;0;1;0;3;0;0;0;1;4;0;0;378901259.85;375816419.24;4215895;89.1427370083932;0.000167;0;0.024336;0.017527;0.006809;0
11.026.627/0001-38;2017-02-01;1;2017-02-28;5398;5372;15;0;1;0;1;0;3;0;0;0;1;5;0;0;397085798.21;394303814.94;4215895;93.5279021275435;0.000162;0;0.055377;0.049193;0.006184;0
11.026.627/0001-38;2017-03-01;1;2017-03-31;5582;5553;18;0;1;0;1;0;3;0;0;0;1;5;0;0;398056993.04;394980816.1;4215895;93.6884851496539;0.000167;0;0.007973;0.001717;0.006256;0
11.026.627/0001-38;2017-04-01;1;2017-04-30;5643;5611;21;0;1;0;1;0;3;0;0;0;1;5;0;0;429392151.59;391014214.77;4215895;92.7476169994746;0.000172;0;-0.004164;-0.010043;0.005879;0
11.026.627/0001-38;2017-05-01;1;2017-05-31;5663;5631;21;0;1;0;1;0;3;0;0;0;1;5;0;0;474450880.68;386269989.32;4215895;91.6222983067652;0.000201;0;-0.005409;-0.012133;0.006724;0
11.026.627/0001-38;2017-06-01;1;2017-06-30;5720;5688;21;0;1;0;1;0;3;0;0;0;1;5;0;0;516017123.56;509975897.15;5949361;85.7194406508531;0.000122;0;-0.059206;-0.064426;0.00522;0
11.026.627/0001-38;2017-07-01;1;2017-07-31;6781;6736;33;0;1;0;1;0;3;0;0;0;1;6;0;0;506788001.15;502010423.45;5949361;84.3805617863834;0.000161;0;-0.009786;-0.015619;0.005833;0
11.026.627/0001-38;2017-08-01;1;2017-08-31;6777;6734;30;0;1;0;1;0;3;0;0;0;1;7;0;0;505659755.3;501041235.37;5949361;84.2176555381326;0.000187;0;0.004198;-0.001931;0.006129;0
11.026.627/0001-38;2017-09-01;2;2017-09-30;6765;6724;28;0;1;0;1;0;3;0;0;0;1;7;0;0;524705300.84;520984857.29;5949361;87.5698847809034;0.000157;0;0.04548;0.039804;0.005676;0
11.026.627/0001-38;2017-10-01;1;2017-10-31;7117;7077;28;0;1;0;1;0;3;0;0;0;1;6;0;0;522138081.67;518161490.18;5949361;87.0953183341875;0.000168;0;0.000519;-0.005419;0.005938;0
11.026.627/0001-38;2017-11-01;1;2017-11-30;7565;7522;29;0;1;0;2;0;3;0;0;0;2;6;0;0;522343529.65;517300850.95;5949361;86.9506575496091;0.000173;0;0.004131;-0.001661;0.005792;0
11.026.627/0001-38;2017-12-01;1;2017-12-31;7948;7909;25;0;1;0;2;0;3;0;0;0;2;6;0;0;527168152.78;519140798.68;5949361;87.2599256760516;0.000174;0;0.009009;0.003557;0.005452;0
11.044.355/0001-07;2017-01-01;1;;2;;;;;;;;;;;;;;;;295440847.15;240720677.92;14139.01951612;17025.2737571762;7.9E-05;2.9E-05;-0.000254;-0.000254;0;0
11.044.355/0001-07;2017-02-01;1;;2;;;;;;;;;;;;;;;;295925774.53;240500383.29;14139.01951612;17009.6931414377;8E-05;2.9E-05;-0.000915;-0.000915;0;0
11.044.355/0001-07;2017-03-01;1;2017-03-31;2;;;;;;;;;;;;;2;;;301034389.87;239029704.29;14139.01951612;16905.6775130327;8E-05;2.9E-05;-0.006115;-0.006115;0;0
11.044.355/0001-07;2017-04-01;1;;2;;;;;;;;;;;;;;;;301291371.65;239322451.3;14139.01951612;16926.3824147881;8E-05;2.9E-05;0.001225;0.001225;0;0
11.044.355/0001-07;2017-05-01;1;;2;;;;;;;;;;;;;;;;303395782.59;241393357.98;14257.16912665;16931.3666574088;7.9E-05;2.9E-05;0.008651;0.000294;0.008357;0
11.044.355/0001-07;2017-06-01;2;2017-06-30;2;;;;;;;;;;;;;2;;;303785525.97;256575910.72;14311.4887;17927.9679492742;7.5E-05;2.7E-05;0.062796;0.058861;0.003935;0
11.044.355/0001-07;2017-07-01;1;2017-07-31;2;;;;;;;;;;;;;;;;309267932.39;261979139.75;14311.4887;18305.5128115358;7.3E-05;2.6E-05;0.021059;0.021059;0;0
11.044.355/0001-07;2017-08-01;1;2017-08-31;2;;;;;;;;;;;;;;;;309718151.8;262374085.03;14311.4887;18333.1091914987;7.3E-05;2.6E-05;0.001508;0.001508;0;0
11.044.355/0001-07;2017-09-01;1;2017-09-29;2;;;;;;;;;;;;;2;;;310327233.09;262328582.25;14311.4887;18329.9297333058;7.3E-05;2.6E-05;-0.000173;-0.000173;0;0
11.044.355/0001-07;2017-10-01;1;2017-10-31;2;;;;;;;;;;;;;;;;310523400.05;262326840.37;14311.4887;18329.8080212997;7.3E-05;2.6E-05;-7E-06;-7E-06;0;0
11.044.355/0001-07;2017-11-01;1;2017-11-30;2;;;;;;;;;;;;;;;;311355929.68;263070715.88;14420.98669625;18242.2133395635;7.3E-05;2.6E-05;0.002845;-0.004779;0.007624;0
11.044.355/0001-07;2017-12-01;1;2017-12-29;1;;;;;;;;;;;;;1;;;230486788.91;230260120.36;14420.98669625;15967.0156564167;8.3E-05;3E-05;-0.123392;-0.124722;0.00133;0
11.160.521/0001-22;2017-01-01;1;2017-01-31;1131;;;;;;;;;;;;;;;;107944386.73;106897459.81;104709;1020.90039834207;0.000689;3.4E-05;0.021362;0.012437;0.008925;0
11.160.521/0001-22;2017-02-01;1;2017-02-24;1146;;;;;;;;;;;;;;;;109432822.61;108184520.59;104709;1033.1921858675;0.000564;2.9E-05;0.020856;0.01204;0.008816;0
11.160.521/0001-22;2017-03-01;1;2017-03-31;1149;1140;3;;;;;;;;;;4;2;;;109110138.8;108055241.05;104709;1031.95753039376;0.000745;3.5E-05;0.007516;-0.001195;0.008711;0
11.160.521/0001-22;2017-04-01;1;2017-04-28;1142;;;;;;;;;;;;;;;;108749901.95;107706991.02;104709;1028.63164599032;0.000587;2.8E-05;0.005499;-0.003222;0.008721;0
11.160.521/0001-22;2017-05-01;1;2017-05-31;1152;;;;;;;;;;;;;;;;108568012.05;107513932.8;104709;1026.7878864281;0.000703;3.4E-05;0.006957;-0.001792;0.008749;0
11.160.521/0001-22;2017-06-01;1;2017-06-30;1163;1153;4;;;;1;;;;;;3;2;;;107949925.05;106909917.98;104709;1021.01937732191;0.00068;3.5E-05;0.003147;-0.005618;0.008765;0
11.160.521/0001-22;2017-07-01;1;2017-07-31;1177;;;;;;;;;;;;;;;;107597355.62;106658448.63;104709;1018.61777526287;0.000693;3.5E-05;0.005483;-0.002352;0.007835;0
11.160.521/0001-22;2017-08-01;1;2017-08-31;1188;;;;;;;;;;;;;;;;105995076.53;105056175.14;104709;1003.31561890573;0.000774;3.6E-05;-0.00815;-0.015022;0.006872;0
11.160.521/0001-22;2017-09-01;1;2017-09-29;1175;1165;4;;;;1;;;;;;3;2;;;107870463.36;106966383.22;104709;1021.55863602938;0.000661;3.5E-05;0.025409;0.018183;0.007226;0
11.160.521/0001-22;2017-10-01;1;2017-10-31;1194;;;;;;;;;;;;;;;;107620309.59;106722976.26;1047090;101.923403203163;0.000683;3.5E-05;0.004871;-0.002275;0.007146;0
11.160.521/0001-22;2017-11-01;1;2017-11-30;1212;;;;;;;;;;;;;;;;106727665.06;105854542.04;1047090;101.09402442961;0.000653;3.5E-05;-0.000975;-0.008137;0.007162;0
11.160.521/0001-22;2017-12-01;1;2017-12-29;1267;1257;4;;;;1;;;;;;3;2;;;106503667.83;105645344.73;1047090;100.894235194682;0.000624;3.5E-05;0.005245;-0.001976;0.007221;0
11.179.118/0001-45;2017-01-01;1;2017-01-31;1996;1993;2;0;0;0;0;0;0;0;0;0;1;0;0;0;110744556.51;109568139.51;642168;170.622235162761;0.000323;0;0.009747;2E-06;0.009745;0
11.179.118/0001-45;2017-02-01;1;2017-02-28;2024;2020;2;0;0;0;0;0;0;0;0;0;1;1;0;0;110719587.82;109583502.37;642168;170.646158590898;0.000325;0;0.009747;0.00014;0.009607;0
11.179.118/0001-45;2017-03-01;1;2017-03-31;2054;2050;2;0;0;0;0;0;0;0;0;0;1;1;0;0;110736091.06;109586764.27;642168;170.651238102802;0.000325;0;0.009676;3E-05;0.009646;0
11.179.118/0001-45;2017-04-01;1;2017-04-30;2070;2066;2;0;0;0;0;0;0;0;0;0;1;1;0;0;110743289.9;109587342.32;642168;170.652138256656;0.000326;0;0.009749;5E-06;0.009744;0
11.179.118/0001-45;2017-05-01;1;2017-05-31;2100;2096;2;0;0;0;0;0;0;0;0;0;1;1;0;0;110265411.37;109582920.37;642168;170.645252286006;0.000349;0;0.005361;-4E-05;0.005401;0
11.179.118/0001-45;2017-06-01;1;2017-06-30;2098;2094;2;0;0;0;0;0;0;0;0;0;1;1;0;0;110603154.49;109583498.42;642168;170.64615243986;0.000305;0;0.008438;5E-06;0.008433;0
11.179.118/0001-45;2017-07-01;1;2017-07-31;2089;2085;2;0;0;0;0;0;0;0;0;0;1;1;0;0;110603889.32;109584076.47;642168;170.647052593714;0.00033;0;0.00843;5E-06;0.008425;0
11.179.118/0001-45;2017-08-01;1;2017-08-31;2107;2103;2;0;0;0;0;0;0;0;0;0;1;1;0;0;110605213.49;109584654.52;642168;170.647952747568;0.000321;0;0.008434;5E-06;0.008429;0
